text,intent
bye then have a nice day,goodbye
until next week see you tomorrow,goodbye
have a great evening,goodbye
have a nice day take care,goodbye
bye chatbot take care,goodbye
so long have a good one,goodbye
see you shortly see you tomorrow,goodbye
until next time have a good one,goodbye
bye receptionist have a nice evening,goodbye
bye hotel take care,goodbye
best rate you can offer for 2 adults,room_rates
any discounts available without taxes,room_rates
price for standard room for 2 nights with sea view,room_rates
cost of a room tonight with sea view,room_rates
rate for a double room next week non-refundable,room_rates
what are your prices including breakfast for 1 person,room_rates
can you tell me the rates with sea view,room_rates
do you have cheap rooms with taxes included non-refundable,room_rates
price for deluxe room this weekend non-refundable,room_rates
price for standard room without taxes with balcony,room_rates
price for deluxe room next month for a family,room_rates
price for standard room including breakfast for 2 adults,room_rates
how much is a room tonight half board,room_rates
cost of a room next week,room_rates
price for standard room next week for 1 person,room_rates
rate for a double room tomorrow,room_rates
do you have cheap rooms for 2 nights non-refundable,room_rates
room cost with taxes included all inclusive,room_rates
room charges next month with balcony,room_rates
how much does a night cost including breakfast half board,room_rates
price for standard room next month all inclusive,room_rates
room cost for 3 nights for 2 adults,room_rates
any discounts available without taxes for 2 adults,room_rates
do you have cheap rooms with taxes included,room_rates
room cost for 2 nights for 1 person,room_rates
what's the price for a room for 3 nights flexible booking,room_rates
price for deluxe room next month,room_rates
can you tell me the rates tomorrow flexible booking,room_rates
room rates please with taxes included non-refundable,room_rates
do you have cheap rooms with taxes included all inclusive,room_rates
how much does a night cost including breakfast for a family,room_rates
can you tell me the rates for 3 nights,room_rates
can you tell me the rates next week non-refundable,room_rates
best rate you can offer tomorrow non-refundable,room_rates
cost of a room tomorrow for 2 adults and 1 child,room_rates
rate for a double room tonight for 2 adults and 1 child,room_rates
how much is a room including breakfast half board,room_rates
rate for a double room next week flexible booking,room_rates
how much is per night with taxes included flexible booking,room_rates
rate for a suite tomorrow non-refundable,room_rates
rate for a double room for 3 nights non-refundable,room_rates
rate for a single room tonight non-refundable,room_rates
how much is per night next week for 2 adults,room_rates
room cost next week,room_rates
do you offer promo rates tonight all inclusive,room_rates
how much does a night cost this weekend for 2 adults,room_rates
do you offer promo rates half board,room_rates
how much is a room without taxes for 2 adults,room_rates
rate for a single room next month for 2 adults,room_rates
how much is per night with taxes included with balcony,room_rates
room charges tonight for 2 adults and 1 child,room_rates
cost of a room for 3 nights for 1 person,room_rates
what's the price for a room this weekend for a family,room_rates
how much does a night cost for 2 nights for a family,room_rates
rate for a double room this weekend all inclusive,room_rates
what's the price for a room this weekend non-refundable,room_rates
price for standard room with taxes included flexible booking,room_rates
any discounts available for 3 nights flexible booking,room_rates
rate for a suite next week flexible booking,room_rates
how much is a room tonight all inclusive,room_rates
rate for a single room tonight with balcony,room_rates
rate for a double room next week for 2 adults and 1 child,room_rates
what's the price for a room for 2 nights for 1 person,room_rates
what are your prices for 3 nights flexible booking,room_rates
rate for a double room with taxes included non-refundable,room_rates
best rate you can offer tomorrow for 1 person,room_rates
rate for a single room with taxes included all inclusive,room_rates
do you have cheap rooms without taxes for 2 adults and 1 child,room_rates
price for standard room next month for 2 adults and 1 child,room_rates
room price per night with taxes included for 1 person,room_rates
price for standard room without taxes for a family,room_rates
what's the price for a room tomorrow non-refundable,room_rates
rate for a single room next month for 1 person,room_rates
rate for a double room for 3 nights for 1 person,room_rates
what's the price for a room with balcony,room_rates
any discounts available including breakfast flexible booking,room_rates
cost of a room for 2 nights half board,room_rates
price for deluxe room with taxes included with balcony,room_rates
can you tell me the rates tomorrow for a family,room_rates
rate for a suite tonight for 2 adults and 1 child,room_rates
do you offer promo rates without taxes for 2 adults and 1 child,room_rates
how much is per night tonight non-refundable,room_rates
room cost without taxes,room_rates
cost of a room tomorrow for a family,room_rates
best rate you can offer tomorrow,room_rates
any discounts available tonight all inclusive,room_rates
price for standard room including breakfast for 1 person,room_rates
price for deluxe room tonight for a family,room_rates
can you tell me the rates with balcony,room_rates
rate for a suite next week non-refundable,room_rates
what's the price for a room with taxes included with balcony,room_rates
can you tell me the rates this weekend for 1 person,room_rates
do you have cheap rooms tomorrow all inclusive,room_rates
any discounts available without taxes for 2 adults and 1 child,room_rates
do you offer promo rates tomorrow for 2 adults and 1 child,room_rates
rate for a double room without taxes with balcony,room_rates
price for deluxe room tomorrow for a family,room_rates
how much is per night next week with sea view,room_rates
how much is per night for 2 nights for 2 adults,room_rates
can you tell me the rates for 3 nights flexible booking,room_rates
do you offer promo rates tonight for 2 adults,room_rates
what's the price for a room for 3 nights for 2 adults and 1 child,room_rates
what are your prices with taxes included flexible booking,room_rates
price for standard room tonight for 1 person,room_rates
best rate you can offer with taxes included,room_rates
room rates please all inclusive,room_rates
room charges tonight with sea view,room_rates
how much does a night cost for 2 nights with balcony,room_rates
